Year Day    Superior   Michigan   Huron    Erie    Ontario  St.Clr  
2010 210   18.10   22.68   20.74   25.01   21.97   24.93
2010 211   18.37   22.78   20.71   24.99   22.03   24.84
2010 212   18.76   22.80   20.76   24.99   22.25   24.84
2010 213   19.06   22.90   20.91   25.05   22.57   24.80
2010 214   19.38   23.09   21.09   25.17   22.86   24.98
2010 215   19.64   23.29   21.37   25.20   23.22   25.20
2010 216   19.59   23.27   21.46   25.19   23.45   25.29
2010 217   19.19   23.12   21.29   25.19   23.46   25.22
2010 218   19.09   23.14   21.05   25.25   23.25   25.11
2010 219   19.08   23.16   20.85   25.07   22.95   24.87
2010 220   19.44   23.39   20.99   25.02   22.90   24.82
2010 221   19.82   23.63   21.21   25.03   22.98   24.78
2010 222   20.06   23.87   21.49   25.21   23.23   24.94
2010 223   20.14   24.08   21.83   25.41   23.46   25.12
2010 224   20.20   24.18   22.14   25.42   23.37   25.17
2010 225   20.15   24.20   22.18   25.36   23.25   25.23
2010 226   20.01   24.13   22.13   25.29   23.18   25.24
2010 227   19.41   24.00   22.10   25.27   23.05   25.31
2010 228   18.19   23.61   21.84   25.13   22.98   25.16
2010 229   17.29   23.27   21.45   24.90   22.86   24.75
2010 230   16.98   23.00   21.12   24.65   22.70   24.19
2010 231   16.86   22.83   20.91   24.60   22.60   23.94
2010 232   16.95   22.78   20.78   24.62   22.54   23.84
2010 233   17.10   22.67   20.75   24.47   22.36   23.61
2010 234   17.26   22.62   20.62   24.22   22.02   23.34
2010 235   17.21   22.66   20.48   24.03   21.59   23.11
2010 236   16.86   22.62   20.45   23.90   21.27   22.93
2010 237   16.52   22.44   20.35   23.83   21.40   22.78
2010 238   16.56   22.31   20.18   23.73   21.51   22.55
2010 239   16.86   22.20   20.17   23.71   21.54   22.53
2010 240   17.08   22.27   20.39   23.91   21.80   22.84
2010 241   17.34   22.50   20.80   24.25   22.23   23.42
2010 242   17.68   22.74   21.36   24.60   22.81   23.83
2010 243   17.62   22.78   21.65   24.90   23.34   24.13
2010 244   17.33   22.57   21.62   24.95   23.67   24.22
2010 245   17.02   22.09   21.34   24.89   23.56   23.97
2010 246   16.24   21.29   20.74   24.52   23.10   23.35
2010 247   15.18   20.37   19.89   23.70   22.30   22.30
2010 248   14.56   19.86   18.93   22.84   21.25   21.29
2010 249   14.41   19.47   18.41   22.32   20.83   20.68
2010 250   14.24   18.90   18.01   21.87   20.32   20.18
2010 251   13.90   18.48   17.54   21.46   19.71   19.75
2010 252   13.73   18.34   17.06   20.97   18.99   19.21
2010 253   13.72   18.34   16.83   20.68   18.32   19.04
2010 254   13.68   18.20   16.76   20.56   18.03   18.94
2010 255   13.56   18.04   16.74   20.37   17.79   18.87
2010 256   13.49   18.05   16.65   20.31   17.69   18.85
2010 257   13.46   18.11   16.54   20.36   17.63   18.96
2010 258   13.45   18.06   16.46   20.44   17.59   19.07
2010 259   13.43   17.86   16.33   20.34   17.47   19.03
2010 260   13.33   17.64   16.19   20.02   17.33   18.79
2010 261   13.15   17.54   16.14   19.82   17.34   18.57
2010 262   13.05   17.44   16.12   19.79   17.55   18.28
2010 263   12.97   17.40   16.16   19.73   17.62   18.05
2010 264   12.89   17.29   16.18   19.71   17.58   18.22
2010 265   12.85   17.21   16.11   19.81   17.67   18.65
2010 266   12.72   16.99   16.01   19.95   17.81   18.88
2010 267   12.52   16.57   15.77   20.05   17.98   18.98
2010 268   12.36   16.33   15.45   19.90   17.81   18.79
2010 269   12.34   16.25   15.22   19.57   17.55   17.95
2010 270   12.35   16.24   15.00   19.13   17.34   17.10
2010 271   12.26   16.22   14.90   18.58   17.08   16.58
2010 272   12.17   16.16   14.91   18.30   16.86   16.44
2010 273   12.11   16.11   14.94   18.14   16.71   16.40
2010 274   12.11   16.08   14.89   18.05   16.64   16.31
2010 275   12.10   15.96   14.77   17.87   16.59   16.01
2010 276   12.12   15.76   14.62   17.43   16.30   15.28
2010 277   12.22   15.71   14.58   16.99   16.00   14.76
2010 278   12.34   15.79   14.62   16.76   15.80   14.69
2010 279   12.36   15.76   14.61   16.66   15.73   14.63
2010 280   12.36   15.81   14.61   16.65   15.72   14.75
2010 281   12.43   15.92   14.60   16.65   15.72   15.03
2010 282   12.38   15.94   14.56   16.60   15.70   15.22
2010 283   12.30   15.87   14.49   16.54   15.63   15.37
2010 284   12.25   15.83   14.42   16.51   15.49   15.50
2010 285   12.16   15.77   14.31   16.43   15.26   15.62
2010 286   12.08   15.59   14.20   16.31   15.07   15.47
2010 287   12.01   15.37   14.07   16.19   14.94   15.12
2010 288   11.91   15.19   13.94   16.05   14.70   14.81
2010 289   11.80   15.08   13.83   15.97   14.52   14.66
2010 290   11.74   15.02   13.74   15.87   14.36   14.52
2010 291   11.60   14.87   13.61   15.77   14.15   14.29
2010 292   11.42   14.66   13.42   15.68   13.94   13.95
2010 293   11.21   14.42   13.19   15.44   13.73   13.53
2010 294   10.92   14.21   12.98   15.22   13.52   13.16
2010 295   10.74   14.07   12.74   15.01   13.35   12.97
2010 296   10.63   13.88   12.54   14.86   13.14   12.96
2010 297   10.47   13.62   12.46   14.78   13.00   13.05
2010 298   10.20   13.33   12.36   14.69   12.94   13.12
2010 299    9.80   12.91   12.26   14.63   12.90   13.19
2010 300    9.29   12.48   12.19   14.61   12.90   13.18
2010 301    8.94   12.02   12.06   14.50   12.79   12.85
2010 302    8.75   11.49   11.74   14.13   12.42   12.12
2010 303    8.68   11.22   11.36   13.61   11.88   11.43
2010 304    8.63   11.09   11.02   13.25   11.40   11.00
2010 305    8.62   11.07   10.81   12.92   11.14   10.65
2010 306    8.60   11.01   10.74   12.65   11.06   10.42
2010 307    8.52   10.91   10.65   12.46   11.08   10.31
2010 308    8.39   10.74   10.47   12.30   11.07   10.17
2010 309    8.28   10.53   10.23   12.02   10.97    9.87
2010 310    8.25   10.34    9.99   11.73   10.82    9.32
2010 311    8.25   10.30    9.92   11.58   10.69    9.05
2010 312    8.30   10.36    9.97   11.56   10.67    9.01
2010 313    8.36   10.44   10.07   11.62   10.74    9.15
2010 314    8.31   10.42   10.12   11.64   10.89    9.21
2010 315    8.18   10.35   10.11   11.60   10.93    9.23
2010 316    8.12   10.27   10.02   11.59   10.86    9.18
2010 317    8.13   10.14    9.95   11.56   10.81    9.02
2010 318    8.11    9.93    9.83   11.39   10.73    8.84
2010 319    8.03    9.76    9.66   11.14   10.62    8.72
2010 320    7.89    9.67    9.58   11.08   10.54    8.68
2010 321    7.76    9.62    9.56   10.99   10.41    8.72
2010 322    7.64    9.52    9.50   10.83   10.23    8.57
2010 323    7.48    9.30    9.36   10.60   10.01    8.31
2010 324    7.20    9.01    9.14   10.50    9.84    8.28
2010 325    7.06    8.88    8.79   10.37    9.63    8.33
2010 326    6.48    8.60    8.42   10.26    9.41    8.35
2010 327    6.33    8.47    8.20    9.99    9.29    8.39
2010 328    6.17    8.30    8.10    9.72    9.15    8.33
2010 329    6.08    8.08    8.02    9.37    8.98    8.13
2010 330    5.99    7.81    7.79    8.91    8.58    7.74
2010 331    5.82    7.65    7.58    8.65    8.19    7.31
2010 332    5.72    7.55    7.45    8.49    7.96    6.77
2010 333    5.59    7.50    7.35    8.40    7.84    6.46
2010 334    5.50    7.40    7.27    8.32    7.84    6.35
2010 335    5.43    7.25    7.18    8.02    7.76    5.95
2010 336    5.39    7.12    7.09    7.67    7.57    5.57
2010 337    5.34    6.97    6.96    7.33    7.40    5.02
2010 338    5.27    6.77    6.79    6.93    7.20    4.40
2010 339    5.13    6.60    6.62    6.53    7.02    4.10
2010 340    4.91    6.32    6.39    6.11    6.84    3.76
2010 341    4.76    6.11    6.16    5.73    6.65    3.39
2010 342    4.67    5.88    6.06    5.40    6.44    3.01
2010 343    4.40    5.72    5.13    4.94    5.72    0.23
2010 344    4.22    5.56    4.98    4.77    5.63    0.23
2010 345    4.08    5.33    4.81    4.67    5.61    0.23
2010 346    4.02    5.19    4.70    4.57    5.45    0.23
2010 347    3.96    4.94    4.60    4.39    5.32    0.23
2010 348    3.84    4.60    4.28    4.15    5.14    0.23
2010 349    3.83    4.51    4.18    4.00    5.01    0.23
2010 350    3.62    4.16    3.73    2.86    4.85    0.23
2010 351    3.99    4.54    4.14    3.46    5.14    0.23
2010 352    3.91    3.80    3.80    3.26    5.07    0.23
2010 353    3.83    4.35    3.72    3.19    4.99    0.23
2010 354    3.76    4.23    3.40    2.73    4.86    0.23
2010 355    3.21    3.67    2.69    1.68    4.04    0.23
2010 356    3.79    4.20    3.39    2.22    4.70    0.23
2010 357    2.98    3.52    2.63    1.46    3.88    0.23
2010 358    3.75    4.12    3.35    2.20    4.51    0.23
2010 359    3.72    4.06    3.33    1.85    4.38    0.23
2010 360    3.73    3.99    3.27    1.54    4.26    0.23
2010 361    3.75    4.00    3.28    1.52    4.20    0.23
2010 362    3.16    2.90    2.48    1.18    4.00    0.23
2010 363    3.70    3.88    3.14    1.50    4.21    0.23
2010 364    3.11    3.01    2.29    0.79    2.56    0.23
2010 365    3.08    2.99    2.19    0.78    2.56    0.23
2011 001    3.04    2.95    2.14    0.76    2.49    0.23
2011 002    2.99    2.81    2.03    0.58    2.42    0.23
2011 003    3.48    3.71    2.95    1.35    3.96    0.23
2011 004    2.35    2.59    2.03    0.83    2.69    0.23
2011 005    3.48    3.56    2.84    1.25    3.95    0.23
2011 006    3.41    3.49    2.73    1.06    3.88    0.23
2011 007    3.39    3.42    2.63    0.91    3.80    0.23
2011 008    3.24    3.32    2.54    0.83    3.73    0.23
2011 009    3.13    3.17    2.36    0.60    3.73    0.23
2011 010    3.09    3.13    2.36    0.63    3.64    0.23
2011 011    3.04    3.05    2.31    0.64    3.66    0.23
2011 012    2.99    3.15    2.29    0.59    3.50    0.23
2011 013    3.02    2.97    2.31    0.58    3.44    0.23
2011 014    2.94    2.85    2.26    0.47    3.40    0.23
2011 015    2.84    2.80    2.16    0.20    2.98    0.23
2011 016    2.82    2.76    2.14    0.47    2.87    0.23
2011 017    2.77    2.66    2.02    0.20    2.97    0.23
2011 018    2.77    2.66    2.05    0.37    2.74    0.23
2011 019    2.79    2.60    2.06    0.37    2.85    0.23
2011 020    2.58    2.43    2.01    0.33    2.69    0.23
2011 021    2.35    2.36    1.71    0.36    2.59    0.23
2011 022    2.17    2.28    1.65    0.32    2.50    0.23
2011 023    1.88    2.26    1.37    0.26    2.43    0.23
2011 024    1.61    1.95    1.20    0.20    2.29    0.23
2011 025    1.56    1.89    0.93    0.20    2.18    0.23
2011 026    1.50    1.82    1.13    0.20    2.12    0.23
2011 027    1.59    1.91    1.10    0.20    2.17    0.23
2011 028    1.60    1.91    1.09    0.20    2.13    0.23
2011 029    1.55    1.85    0.99    0.20    2.10    0.23
2011 030    1.52    1.88    0.88    0.20    2.08    0.23
2011 031    1.50    1.80    0.85    0.20    2.09    0.23
2011 032    1.46    1.79    0.85    0.20    2.05    0.23
2011 033    1.36    1.81    0.75    0.20    1.92    0.23
2011 034    1.40    1.76    0.92    0.20    2.06    0.23
2011 035    1.41    1.76    0.93    0.20    2.04    0.20
2011 036    1.45    1.80    0.96    0.20    2.07    0.20
2011 037    1.47    1.73    0.94    0.20    2.09    0.20
2011 038    1.59    1.69    0.87    0.20    2.09    0.20
2011 039    1.57    1.63    0.83    0.20    2.02    0.20
2011 040    1.43    1.65    0.76    0.20    1.99    0.20
2011 041    1.45    1.57    0.76    0.20    1.89    0.20
2011 042    1.33    1.53    0.74    0.20    1.82    0.20
2011 043    1.35    1.59    0.65    0.20    1.78    0.20
2011 044    1.43    1.54    0.65    0.20    1.61    0.20
2011 045    1.54    1.82    0.80    0.20    1.85    0.20
2011 046    1.64    1.86    0.83    0.27    1.82    0.20
2011 047    1.63    1.91    0.83    0.30    1.79    0.20
2011 048    1.68    2.00    0.91    0.20    1.97    0.20
2011 049    1.65    2.06    0.95    0.20    2.29    0.20
2011 050    1.58    2.00    1.06    0.42    2.21    0.20
2011 051    1.50    1.91    1.03    0.44    2.03    0.20
2011 052    1.45    1.86    0.85    0.43    1.91    0.20
2011 053    1.43    1.71    0.71    0.40    1.81    0.20
2011 054    1.32    1.55    0.61    0.20    1.23    0.20
2011 055    1.35    1.61    0.57    0.20    1.55    0.20
2011 056    1.45    1.72    0.59    0.20    1.79    0.20
2011 057    1.35    1.70    0.65    0.20    1.75    0.20
2011 058    1.16    1.64    0.65    0.20    1.68    0.20
2011 059    1.16    1.63    0.60    0.20    1.67    0.20
2011 060    1.12    1.64    0.62    0.20    1.66    0.20
2011 061    1.15    1.65    0.64    0.20    1.68    0.20
2011 062    1.11    1.68    0.60    0.20    1.61    0.20
2011 063    1.01    1.70    0.56    0.20    1.57    0.20
2011 064    0.97    1.73    0.55    0.20    1.60    0.20
2011 065    0.98    1.75    0.53    0.20    1.64    0.20
2011 066    0.93    1.71    0.53    0.20    1.64    0.20
2011 067    0.96    1.73    0.59    0.20    1.62    0.38
2011 068    0.98    1.79    0.50    0.20    1.72    0.20
2011 069    1.06    1.81    0.60    0.20    1.81    0.21
2011 070    1.05    1.76    0.66    0.20    1.88    0.21
2011 071    1.02    1.75    0.66    0.20    1.94    0.21
2011 072    0.98    1.73    0.65    0.20    1.99    0.21
2011 073    1.03    1.75    0.75    0.20    2.01    0.21
2011 074    1.04    1.81    0.67    0.20    2.01    0.21
2011 075    1.05    1.94    0.79    0.20    1.39    0.21
2011 076    1.04    1.94    0.77    0.20    2.10    0.21
2011 077    0.99    1.93    0.70    0.59    2.14    0.23
2011 078    0.98    1.91    0.67    0.53    2.21    0.21
2011 079    1.05    1.92    0.74    0.93    2.13    0.21
2011 080    1.10    1.91    0.70    0.90    2.17    0.52
2011 081    1.15    1.91    0.69    0.98    2.17    0.22
2011 082    1.19    1.89    0.69    1.08    2.11    0.68
2011 083    1.19    1.90    0.61    0.20    2.09    0.21
2011 084    1.12    1.85    0.58    0.57    2.11    0.81
2011 085    1.06    1.83    0.60    0.42    2.16    0.98
2011 086    1.04    1.85    0.66    1.04    2.25    1.22
2011 087    1.05    1.89    0.67    1.11    2.33    0.24
2011 088    1.02    1.91    0.72    1.31    2.41    1.58
2011 089    1.07    1.91    0.58    1.33    2.45    1.65
2011 090    0.50    1.93    0.77    1.34    2.46    1.71
2011 091    0.20    2.11    0.48    1.44    2.26    0.21
2011 092    0.20    2.18    0.50    1.53    2.25    0.21
2011 093    0.81    2.25    0.90    1.74    2.27    0.21
2011 094    1.53    2.34    1.17    2.06    2.52    3.01
2011 095    1.60    2.39    1.33    2.33    2.61    3.36
2011 096    1.65    2.58    1.46    2.65    2.70    3.86
2011 097    1.57    2.89    1.52    3.09    2.84    4.37
2011 098    1.79    3.21    1.55    3.36    2.98    4.78
2011 099    1.79    3.49    1.68    3.50    3.09    5.20
2011 100    1.84    3.83    1.79    3.56    3.08    5.37
2011 101    1.96    3.58    2.04    3.50    3.07    5.57
2011 102    2.00    3.20    2.08    3.50    3.16    5.87
2011 103    1.91    3.09    2.10    3.49    3.25    6.03
2011 104    1.85    3.09    2.10    3.60    3.32    6.10
2011 105    1.86    3.12    2.09    3.69    3.31    6.00
2011 106    1.90    3.13    2.09    3.78    3.29    5.89
2011 107    1.91    3.11    2.15    3.85    3.27    5.82
2011 108    1.90    3.13    2.25    3.97    3.28    5.69
2011 109    1.37    3.15    2.24    4.12    3.31    5.68
2011 110    2.04    3.19    2.33    4.36    3.28    5.74
2011 111    2.14    3.18    2.40    4.58    3.34    5.74
2011 112    2.17    3.28    2.50    4.70    3.46    6.04
2011 113    2.18    3.37    2.59    4.91    3.72    6.54
2011 114    2.22    3.42    2.65    5.10    3.85    7.02
2011 115    2.31    3.48    2.77    5.46    4.00    7.48
2011 116    2.33    3.55    2.88    5.73    4.30    7.75
2011 117    2.37    3.67    3.01    5.86    4.46    7.98
2011 118    2.42    3.77    3.19    6.03    4.40    8.24
2011 119    2.35    3.83    3.13    6.10    4.40    8.64
2011 120    2.44    3.89    3.42    6.10    4.48    8.82
2011 121    2.49    3.97    3.67    6.48    4.54    9.40
2011 122    2.56    4.04    3.76    6.87    4.61    9.65
2011 123    2.62    4.11    3.75    6.98    4.66    9.88
2011 124    2.68    4.19    3.77    6.96    4.71    9.88
2011 125    2.70    4.25    3.84    7.06    4.73   10.02
2011 126    2.71    4.32    3.91    7.45    4.77   10.38
2011 127    2.75    4.48    4.00    8.00    4.89   10.82
2011 128    2.82    4.67    4.09    8.35    5.06   11.37
2011 129    3.00    4.76    4.14    8.54    5.30   11.78
2011 130    3.33    5.12    4.19    8.59    5.43   12.26
2011 131    3.62    5.48    4.26    8.62    5.55   12.69
2011 132    3.57    5.72    4.39    9.01    6.00   13.17
2011 133    3.39    5.66    4.54    9.55    6.76   13.38
2011 134    3.28    5.45    4.57    9.72    6.81   13.51
2011 135    3.29    5.35    4.66   10.13    6.55   13.83
2011 136    3.38    5.28    4.71   10.58    6.53   13.84
2011 137    3.43    5.29    4.80   10.92    6.55   13.86
2011 138    3.48    5.49    5.18   11.20    6.88   13.71
2011 139    3.52    5.97    5.79   11.40    7.25   13.54
2011 140    3.59    6.41    6.33   11.60    7.44   13.72
2011 141    3.60    6.81    6.86   12.30    7.98   14.24
2011 142    3.62    7.16    7.34   13.19    9.22   14.79
2011 143    3.62    7.11    7.27   13.26    9.11   15.08
2011 144    3.59    6.88    6.98   13.04    8.87   15.25
2011 145    3.62    6.76    6.87   13.35    8.82   15.42
2011 146    3.68    6.66    6.93   14.33    9.51   15.80
2011 147    3.73    6.68    7.13   15.33   10.77   16.55
2011 148    3.94    7.28    7.59   15.97   11.95   17.11
2011 149    4.19    8.19    8.18   16.53   12.84   17.51
2011 150    4.45    8.74    8.66   17.20   13.69   18.12
2011 151    4.60    8.68    8.62   17.45   14.34   18.36
2011 152    4.48    8.29    7.93   16.49   12.85   18.10
2011 153    4.50    8.34    7.61   15.72   11.16   17.97
